CASEID,WEIGHT,WEIGHTPOP,P_PARTYID7,QUALLIFE,HLTHPHYS,HLTHMNTL,SATSOC,ACTSSOC,PHYSACTS,EMOPROBS,FATIGUE,RATEPAIN,FEELA,FEELB,FEELC,FEELD,FEELE,FEELF,FEELG,FEELH,FEELI,FEELJ,STRESS1,STRESS2,STRESS3,STRESS4,LONELY1,LONELY2,LONELY3,SATFIN,FINALTER,FINRELA,GOODLIFE,KIDSSOL,HAPPY,REACT1A,REACT1B,REACT1C,REACT1D,REACT1E,REACT1F,REACT1G,REACT1H,REACT1I,REACT1J,REACT1K,REACT1L,REACT1M,REACT1N,REACT1O,REACT2A,REACT2B,REACT2C,REACT2D,REACT2E,REACT2F,REACT2G,REACT2H,REACT2I,REACT2J,REACT2K,REACT2L,REACT2M,REACT2N,REACT2O,THNGA,THNGB,THNGC,THNGD,THNGE,INFO,CHANGE,Q9,Q10,Q11,Q14,ECONIMPACTA,ECONIMPACTB,ECONIMPACTC,ECONIMPACTD,ECONIMPACTE,ECONIMPACTF,ECONIMPACTG,ECONIMPACTH,ECONIMPACTI,ECONIMPACTJ,ECONIMPACTK,ECONIMPACTL,ECONIMPACTM,ECONIMPACTN,ECONIMPACTO,ECONIMPACTP,ECONIMPACTQ,Q25_1,Q25_2,Q25_3,Q25_4,Q25_DK,Q25_SKP,Q25_REF,Q19,Q20_1,Q20_2,Q20_3,Q20_DK,Q20_SKP,Q20_REF,Q21A,Q21B,Q21C,Q21D,Q21E,Q21F,Q21G,CAREGAPA,CAREGAPB,CAREGAPC,CAREGAPD,CAREGAPE,CAREGAPF,CAREGAPG,CAREGAPH,CAREGAPI,CAREGAPJ,CAREGAPK,CAREGAPL,WHYCAREGAPA,WHYCAREGAPB,WHYCAREGAPC,WHYCAREGAPD,WHYCAREGAPE,WHYCAREGAPF,WHYCAREGAPG,WHYCAREGAPH,WHYCAREGAPI,WHYCAREGAPJ,WHYCAREGAPK,WHYCAREGAPL,TELEHEALTH,CAREGIVEA,CAREGIVEB,CAREGIVEC,CAREGETA,CAREGETB,CAREGETC,FLOYDPROTESTA,FLOYDPROTESTB,FLOYDPROTESTC,FLOYDPROTESTD,STARTDT,ENDDT,DURATION,SURV_MODE,SURV_LANG,DEVICE,GENDER,AGE4,AGE7,EDUC4,MARITAL,EMPLOY,REGION4,REGION9,METRO,INTERNET,HOUSING,HOME_TYPE,PHONESERVICE,HHSIZE,HH01,HH25,HH612,HH1317,HH18OV,HHINCOME,EDU_R3,INC_R3,EMPLOYED,MARRIED,RACETH,AGE_GROUP_R5,HOTSPOT
255,4,561881,Moderate Democrat,Very good,Very good,Excellent,Good,Very good,Completely,Rarely,Mild,1,No,No,Yes,No,Yes,Yes,No,No,Yes,No,Almost never,Fairly often,Fairly often,Almost never,Often,Often,Rarely,Satisfied,Stayed the same,Average,Somewhat agree,About the same,Very happy,No,No,No,No,Yes,No,No,Yes,No,No,No,No,No,No,No,,,,,No,,,No,,,,,,,,No,No,No,No,Yes,Occasionally,Only a few,No,No,Yes,"Yes, I use paid leave",No,No,Yes,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,"No symptoms or signs, or tested as not having the disease",No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,,,,,,,,,,Yes,No,No,No,No,No,No,Agree,Agree,Agree,Disagree,25JUL20:16:06:22,25JUL20:19:24:27,11,Web Interview,English,Desktop,Male,18-29,18-24,Some college,Never married,Not working - other,South,South Atlantic,Metro Area,Internet Household,Owned or being bought by you or someone in your household,A one-family house detached from any other house,"Have cellphone, but mostly use landline",5,0,0,0,0,5,"$50,000 to under $75,000",Some college,"$50,000 to under $100,000",Not employed,Not married,"White, non-Hispanic",18 to 29,0
2563,1,85524,Moderate Republican,Good,Fair,Good,Fair,Fair,Completely,Sometimes,Mild,3,Yes,No,Yes,Yes,Yes,Yes,No,No,No,No,Almost never,Fairly often,Fairly often,Almost never,Often,Sometimes,Sometimes,Not at all satisfied,Stayed the same,Average,Somewhat agree,Somewhat better,Pretty happy,No,No,No,No,No,No,Yes,Yes,Yes,No,Yes,No,Yes,No,Yes,,,,,,,No,No,Yes,,No,,No,,Yes,Yes,No,Yes,No,No,Occasionally,Only a few,No,No,Yes,"No, I receive no pay",Yes,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes,No,No,No,"No symptoms or signs, or tested as not having the disease",No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,,,,,,,,,,Yes,No,No,No,No,No,No,Strongly agree,Agree,Strongly agree,Strongly agree,30JUL20:18:47:40,30JUL20:18:59:59,13,Web Interview,English,Smartphone,Male,45-59,45-54,Some college,Divorced,Working - as a paid employee,South,South Atlantic,Metro Area,Internet Household,Owned or being bought by you or someone in your household,A one-family house detached from any other house,Cellphone only,2,0,0,0,0,2,"$75,000 to under $100,000",Some college,"$50,000 to under $100,000",Employed,Not married,"White, non-Hispanic",40 to 59,0
2540,0,21842,Moderate Republican,Excellent,Excellent,Excellent,Good,Very good,Completely,Rarely,Mild,0 - No pain,Yes,No,Yes,No,Yes,Yes,Yes,No,Yes,No,Very often,Very often,Fairly often,Almost never,Never,Never,Never,More or less satisfied,Better,Average,Somewhat agree,Much better,Pretty happy,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,No,,No,,No,No,No,No,No,No,No,,No,,,Yes,Yes,Yes,No,Yes,Most of the time,Many,Yes,Yes,No,"No, I receive no pay",Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,Yes,No,Yes,Yes,No,No,No,No,Yes,No,No,No,"No symptoms or signs, or tested as not having the disease",No,No,Yes,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,,,,,,,,,,Provider decided,,,No,No,No,No,No,No,No,Strongly agree,Disagree,Strongly agree,Disagree,28JUL20:01:15:26,29JUL20:01:38:43,14,Web Interview,English,Smartphone,Female,30-44,25-34,Some college,Married,Working - self-employed,South,South Atlantic,Non-Metro Area,Internet Household,Rented for cash,A one-family house detached from any other house,"Have a landline, but mostly use cellphone",6,0,4,4,2,3,"$50,000 to under $75,000",Some college,"$50,000 to under $100,000",Employed,Married/co-habitating,"African American, non-Hispanic",30 to 39,0
3361,2,225307,Moderate Republican,Very good,SKIPPED ON WEB,Excellent,Good,Very good,Completely,Rarely,Mild,0 - No pain,Yes,No,Yes,No,Yes,Yes,No,No,Yes,No,Almost never,Fairly often,Sometimes,Almost never,Sometimes,Rarely,Rarely,More or less satisfied,Worse,Average,Strongly agree,About the same,Pretty happy,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,,,,,,,,,,,,,No,Yes,Yes,No,No,Most of the time,None,No,No,Yes,"Yes, I receive full pay but do not have to take leave",No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,"No symptoms or signs, or tested as not having the disease",No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,,,,,,,,,,Not sure,No,No,No,No,No,No,Neither agree nor disagree,Strongly agree,Neither agree nor disagree,Strongly agree,26JUL20:16:54:36,26JUL20:17:04:47,10,Web Interview,English,Smartphone,Female,45-59,55-64,BA or above,Divorced,Working - as a paid employee,South,South Atlantic,Metro Area,Internet Household,Owned or being bought by you or someone in your household,A one-family house attached to one or more houses,Cellphone only,4,0,0,0,0,4,"$150,000 or more",Bachelors degree or more,"$100,000 or more",Employed,Not married,"White, non-Hispanic",40 to 59,0
871,1,71005,Don't Lean/Independent/None,Very good,Very good,Excellent,Very good,Excellent,Completely,Sometimes,Mild,1,Yes,No,Yes,No,No,No,No,Yes,No,No,Almost never,Very often,Fairly often,Almost never,Often,Sometimes,Never,Satisfied,Worse,Below average,Somewhat disagree,About the same,Pretty happy,No,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No,No,,Yes,,,,,,No,,,,,,,,Yes,No,No,No,No,Never,None,Yes,Yes,No,"No, I receive no pay",Yes,Yes,No,Yes,No,No,Yes,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes,No,No,No,"No symptoms or signs, or tested as not having the disease",No,No,Yes,No,No,No,No,No,No,No,Yes,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,No,,,I decided,,,,,,,,,,Not sure,No,No,No,No,No,No,Strongly agree,Strongly agree,Strongly agree,Neither agree nor disagree,22JUL20:16:39:09,22JUL20:16:49:19,10,Web Interview,English,Smartphone,Male,30-44,25-34,Some college,Never married,Working - as a paid employee,South,South Atlantic,Metro Area,Internet Household,Rented for cash,A building with 2 or more apartments,Cellphone only,1,0,0,0,0,1,"$10,000 to under $20,000",Some college,"Less than $50,000",Employed,Not married,Hispanic,30 to 39,0
1987,0,38651,Strong Democrat,Excellent,Very good,Very good,Good,Fair,Completely,Rarely,Mild,2,No,No,No,No,Yes,No,No,No,Yes,No,Almost never,Fairly often,Sometimes,Never,Never,Rarely,Rarely,More or less satisfied,Better,Above average,Strongly disagree,Somewhat worse,Pretty happy,No,No,Yes,No,Yes,Yes,Yes,No,Yes,No,No,No,No,No,No,,,No,,No,Yes,No,,No,,,,,,,No,Yes,Yes,No,No,Occasionally,Some,No,No,Yes,"Yes, I use paid leave",No,No,Yes,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,"No symptoms or signs, or tested as not having the disease",No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,,,,,,,,,,Yes,No,No,No,No,No,No,Strongly agree,Strongly agree,Strongly agree,Strongly agree,22JUL20:17:32:46,23JUL20:19:29:42,11,Web Interview,English,Desktop,Female,30-44,25-34,BA or above,Never married,Working - as a paid employee,South,South Atlantic,Metro Area,Internet Household,Rented for cash,A building with 2 or more apartments,Cellphone only,1,0,0,0,0,1,"$30,000 to under $40,000",Bachelors degree or more,"Less than $50,000",Employed,Not married,"African American, non-Hispanic",30 to 39,0
999,1,111853,Moderate Democrat,Good,Good,Very good,Good,Good,Moderately,Sometimes,Mild,5,Yes,No,Yes,No,Yes,Yes,Yes,No,Yes,No,Sometimes,Fairly often,Fairly often,Almost never,Never,Never,Never,More or less satisfied,Stayed the same,Below average,Somewhat agree,About the same,Pretty happy,No,No,No,No,Yes,No,Yes,Yes,No,No,No,No,No,No,No,,,,,No,,No,No,,,,,,,,Yes,No,Yes,No,No,Rarely,None,No,No,No,"Yes, I receive full pay but do not have to take leave",No,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,Yes,No,No,No,No,No,No,"No symptoms or signs, or tested as not having the disease",No,Yes,No,No,No,No,Yes,Yes,Yes,Yes,No,No,Yes,No,No,No,Yes,Yes,No,No,No,No,No,No,No,,,,Provider decided,Provider decided,,,,,,,,Yes,Yes,No,Yes,No,No,No,Strongly agree,Agree,Strongly agree,Agree,03AUG20:02:00:32,03AUG20:02:15:14,15,Web Interview,English,Smartphone,Female,30-44,35-44,BA or above,Married,Not working - disabled,South,South Atlantic,Non-Metro Area,Internet Household,Owned or being bought by you or someone in your household,A one-family house detached from any other house,"Have a landline, but mostly use cellphone",6,0,0,2,2,2,"$30,000 to under $40,000",Bachelors degree or more,"Less than $50,000",Not employed,Married/co-habitating,"African American, non-Hispanic",30 to 39,0
2793,1,119282,Moderate Democrat,Fair,Good,Good,Good,Good,Completely,Sometimes,Mild,0 - No pain,Yes,No,Yes,No,Yes,No,No,Yes,No,Yes,Sometimes,Sometimes,Sometimes,Sometimes,Rarely,Never,Rarely,Not at all satisfied,Worse,Average,Somewhat disagree,Somewhat worse,Not too happy,No,No,Yes,No,Yes,Yes,No,Yes,No,No,Yes,No,No,No,No,,,No,,No,No,,Yes,,,No,,,,,Yes,No,No,No,No,Occasionally,Only a few,No,No,Yes,"Yes, I receive partial pay",Yes,Yes,No,No,Yes,Yes,Yes,Yes,No,No,No,No,No,Yes,Yes,Yes,Yes,No,No,No,Yes,No,No,No,"No symptoms or signs, or tested as not having the disease",No,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,Yes,No,No,No,No,Yes,No,Yes,Yes,No,Both,,Both,,,,,SKIPPED ON WEB,,Both,Both,,Not sure,No,No,No,No,No,No,Neither agree nor disagree,Neither agree nor disagree,Disagree,Disagree,23JUL20:07:24:15,23JUL20:08:10:13,46,Web Interview,English,Smartphone,Male,45-59,45-54,Some college,Married,Working - as a paid employee,South,South Atlantic,Non-Metro Area,Internet Household,Owned or being bought by you or someone in your household,A one-family house detached from any other house,"Have a landline, but mostly use cellphone",3,0,0,0,0,3,"$50,000 to under $75,000",Some college,"$50,000 to under $100,000",Employed,Married/co-habitating,Hispanic,40 to 59,0
338,1,83257,Moderate Democrat,Good,Fair,Good,Good,Good,Completely,Never,Mild,0 - No pain,No,No,No,No,Yes,No,No,No,No,No,Almost never,Fairly often,Fairly often,Almost never,Rarely,Rarely,Never,More or less satisfied,Stayed the same,Average,Somewhat agree,About the same,Pretty happy,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,,,,,,,,,,,,,No,No,Yes,No,No,Often,None,No,No,Yes,"No, I receive no pay",No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,"No symptoms or signs, or tested as not having the disease",No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,Yes,Yes,No,No,,,,I decided,,,,,I decided,I decided,,,Yes,Yes,No,Yes,No,No,No,Strongly agree,Agree,Strongly agree,Disagree,22JUL20:14:42:27,22JUL20:14:53:40,11,Web Interview,English,Desktop,Male,60+,55-64,Some college,Married,Working - as a paid employee,South,South Atlantic,Non-Metro Area,Internet Household,Owned or being bought by you or someone in your household,A one-family house detached from any other house,Cellphone only,2,0,0,0,0,2,"$20,000 to under $30,000",Some college,"Less than $50,000",Employed,Married/co-habitating,"African American, non-Hispanic",60 to 64,0
2184,14,1773922,Don't Lean/Independent/None,Fair,Fair,Fair,Fair,Fair,A little,Often,Severe,7,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Fairly often,Sometimes,Sometimes,Fairly often,Very often,Sometimes,Often,Not at all satisfied,Stayed the same,Above average,Neither agree nor disagree,Much worse,Not too happy,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,Yes,No,No,Yes,,Yes,Yes,Yes,Yes,No,,Yes,No,,,Yes,,,No,No,No,No,No,Often,None,Yes,No,No,"Yes, I receive partial pay",No,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,SKIPPED ON WEB,Yes,Yes,Yes,No,Yes,No,No,No,No,No,"Some possible symptoms, but no diagnosis by doctor",No,Yes,No,No,No,No,Yes,No,No,No,No,No,Yes,No,No,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,Yes,,,Provider decided,Provider decided,Provider decided,Provider decided,,SKIPPED ON WEB,Provider decided,,,Provider decided,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Strongly agree,Strongly agree,Strongly agree,Strongly agree,24JUL20:08:57:04,24JUL20:09:09:04,12,Web Interview,English,Smartphone,Male,18-29,18-24,HS graduate or equivalent,Never married,Working - as a paid employee,South,South Atlantic,Non-Metro Area,Internet Household,Occupied without payment of cash rent,A one-family house attached to one or more houses,"Have a landline, but mostly use cellphone",6,0,0,1,2,4,"$10,000 to under $20,000",High school diploma or less,"Less than $50,000",Employed,Not married,"African American, non-Hispanic",18 to 29,0
2569,0,46008,Moderate Republican,Very good,Very good,Very good,Very good,Good,Mostly,Always,Moderate,0 - No pain,No,No,No,Yes,No,No,No,Yes,No,No,Fairly often,Almost never,Never,Fairly often,Sometimes,Sometimes,Sometimes,More or less satisfied,Stayed the same,Average,Somewhat agree,No children,Pretty happy,No,No,No,No,Yes,Yes,No,No,No,No,No,No,Yes,Yes,No,,,,,Yes,Yes,,,,,,,No,Yes,,No,No,Yes,No,No,Occasionally,None,No,No,No,"Yes, I use paid leave",No,Yes,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,"Some possible symptoms, but no diagnosis by doctor",No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,,,,,,,,,,Not sure,No,No,No,No,No,No,Neither agree nor disagree,Agree,Disagree,Agree,23JUL20:07:11:53,23JUL20:07:20:39,9,Web Interview,English,Smartphone,Female,30-44,25-34,Some college,Living with partner,Working - as a paid employee,South,South Atlantic,Metro Area,Internet Household,Owned or being bought by you or someone in your household,A one-family house detached from any other house,Cellphone only,2,0,0,0,0,2,"$30,000 to under $40,000",Some college,"Less than $50,000",Employed,Married/co-habitating,"White, non-Hispanic",30 to 39,0
2490,2,300766,Lean Republican,Fair,Poor,Fair,Poor,Poor,A little,Often,Very severe,10 - The worst imaginable pain,No,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Very often,Almost never,Never,Fairly often,Sometimes,Very often,Very often,Not at all satisfied,Stayed the same,Far below average,Strongly disagree,Much worse,Not too happy,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,Occasionally,None,No,No,No,"No, I receive no pay",No,No,No,No,Yes,No,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,Yes,No,No,No,"No symptoms or signs, or tested as not having the disease",No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,,,,,,,,,,Yes,No,No,No,No,No,No,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,22JUL20:19:12:06,22JUL20:19:20:58,9,Web Interview,English,Smartphone,Female,45-59,45-54,HS graduate or equivalent,Never married,Not working - disabled,South,South Atlantic,Non-Metro Area,Internet Household,Rented for cash,A building with 2 or more apartments,Cellphone only,2,0,0,0,0,2,"$10,000 to under $20,000",High school diploma or less,"Less than $50,000",Not employed,Not married,"White, non-Hispanic",40 to 59,0
2868,1,170093,Moderate Republican,Very good,Very good,Excellent,Very good,Very good,Completely,Never,Moderate,0 - No pain,Yes,No,Yes,No,Yes,No,No,No,Yes,No,Sometimes,Almost never,Fairly often,Almost never,Never,Never,Never,More or less satisfied,Worse,Average,Strongly agree,Somewhat worse,Not too happy,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,,,,,,,,,,,,,Yes,Yes,Yes,No,No,Often,None,No,No,Yes,"No, I receive no pay",Yes,Yes,No,No,No,No,Yes,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes,No,No,No,"Some possible symptoms, but no diagnosis by doctor",No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,,,,,,,,,,Not sure,No,No,No,No,No,No,Agree,Strongly agree,Agree,Strongly agree,30JUL20:21:21:11,30JUL20:21:41:53,21,Web Interview,English,Desktop,Male,60+,65-74,BA or above,Married,Working - self-employed,South,South Atlantic,Metro Area,Internet Household,Owned or being bought by you or someone in your household,A one-family house detached from any other house,"Have a landline, but mostly use cellphone",2,0,0,0,0,2,"$100,000 to under $150,000",Bachelors degree or more,"$100,000 or more",Employed,Married/co-habitating,"White, non-Hispanic",65 or older,0
1608,1,118115,Lean Republican,Good,Good,Fair,Poor,Fair,Completely,Sometimes,Very severe,3,No,Yes,No,Yes,No,Yes,No,Yes,No,Yes,Sometimes,Sometimes,Almost never,Sometimes,Very often,Very often,Very often,More or less satisfied,Better,Average,Somewhat agree,Much better,Not too happy,No,No,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,No,No,,,Yes,,Yes,Yes,Yes,Yes,Yes,,Yes,,,,,No,No,Yes,No,No,Occasionally,None,No,No,Yes,"No, I receive no pay",No,Yes,No,Yes,No,No,No,Yes,No,No,Yes,No,No,No,Yes,No,No,No,No,No,Yes,No,No,No,"No symptoms or signs, or tested as not having the disease",No,No,Yes,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,,,,,,,,,,Not sure,No,No,No,No,No,No,Agree,Strongly agree,Disagree,Agree,22JUL20:15:43:46,22JUL20:15:57:10,14,Web Interview,English,Desktop,Female,30-44,35-44,Some college,Separated,Working - self-employed,South,South Atlantic,Metro Area,Internet Household,Owned or being bought by you or someone in your household,A one-family house detached from any other house,Cellphone only,2,0,0,0,1,1,"$75,000 to under $100,000",Some college,"$50,000 to under $100,000",Employed,Not married,"White, non-Hispanic",40 to 59,0
3375,1,70307,Moderate Democrat,Very good,Very good,Very good,Very good,Very good,Mostly,Never,None,0 - No pain,No,No,No,No,No,Yes,No,No,No,No,Never,Very often,Very often,Never,Never,Never,Never,Satisfied,Stayed the same,Above average,Somewhat agree,About the same,Very happy,No,No,No,No,No,No,No,No,No,No,No,No,SKIPPED ON WEB,No,No,,,,,,,,,,,,,,,,Yes,Yes,Yes,No,No,Rarely,Only a few,Yes,Yes,No,"No, I receive no pay",Yes,No,No,Yes,No,No,Yes,No,No,No,No,No,Yes,Yes,Yes,No,No,No,No,No,Yes,No,No,No,SKIPPED ON WEB,No,No,Yes,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,,,,,,,,,,Yes,No,No,No,No,No,No,Agree,Agree,Agree,Agree,22JUL20:16:47:17,22JUL20:17:00:42,14,Web Interview,English,Smartphone,Male,45-59,45-54,Some college,Never married,Not working - disabled,South,South Atlantic,Metro Area,Internet Household,Rented for cash,A building with 2 or more apartments,"Have a landline, but mostly use cellphone",1,0,0,0,0,1,"$10,000 to under $20,000",Some college,"Less than $50,000",Not employed,Not married,"African American, non-Hispanic",40 to 59,0
95,1,109062,Lean Democrat,Good,Good,Good,Good,Very good,Completely,Rarely,Mild,2,Yes,No,Yes,No,Yes,No,No,No,Yes,No,Sometimes,Fairly often,Fairly often,Almost never,Sometimes,Rarely,Rarely,More or less satisfied,Stayed the same,Average,Somewhat agree,No children,Pretty happy,No,No,No,No,No,Yes,No,No,Yes,No,No,No,No,No,No,,,,,,No,,,No,,,,,,,No,No,Yes,No,No,Often,Some,No,No,No,"No, I receive no pay",No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,"No symptoms or signs, or tested as not having the disease",No,Yes,No,No,No,No,No,No,No,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,,,,,,,,,,Yes,No,No,No,No,No,No,Strongly agree,Neither agree nor disagree,Strongly agree,Neither agree nor disagree,26JUL20:13:40:02,01AUG20:15:18:54,15,Web Interview,English,Smartphone,Male,60+,65-74,BA or above,Widowed,Working - self-employed,South,South Atlantic,Metro Area,Internet Household,Owned or being bought by you or someone in your household,A one-family house detached from any other house,"Have a landline, but mostly use cellphone",1,0,0,0,0,1,"$30,000 to under $40,000",Bachelors degree or more,"Less than $50,000",Employed,Not married,"African American, non-Hispanic",65 or older,0
387,2,199596,Strong Democrat,Good,Very good,Very good,Good,Very good,Completely,Rarely,None,0 - No pain,No,No,No,Yes,No,Yes,No,Yes,No,No,Sometimes,Sometimes,Sometimes,Sometimes,Often,Sometimes,Sometimes,Not at all satisfied,Stayed the same,Average,Somewhat agree,No children,Not too happy,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,,,,,Yes,Yes,,,,,,,,,,No,No,No,No,No,Often,None,No,No,Yes,"Yes, I receive full pay but do not have to take leave",No,No,Yes,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,"No symptoms or signs, or tested as not having the disease",No,No,Yes,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,,,,,,,,,,Yes,No,No,No,No,No,No,Agree,Disagree,Agree,Disagree,22JUL20:18:19:24,22JUL20:18:31:38,12,Web Interview,English,Smartphone,Female,45-59,45-54,BA or above,Never married,Working - as a paid employee,South,South Atlantic,Metro Area,Internet Household,Owned or being bought by you or someone in your household,A one-family house attached to one or more houses,No telephone service,2,0,0,0,0,2,"$150,000 or more",Bachelors degree or more,"$100,000 or more",Employed,Not married,"African American, non-Hispanic",40 to 59,0
1009,1,109062,Strong Democrat,Very good,Good,Very good,Very good,Very good,Mostly,Rarely,Mild,1,Yes,No,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Sometimes,Almost never,Fairly often,Almost never,Sometimes,Sometimes,Rarely,More or less satisfied,Better,Above average,Somewhat disagree,Somewhat worse,Pretty happy,Yes,No,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,No,Yes,Yes,Yes,No,,Yes,Yes,Yes,,,,Yes,No,Yes,,No,No,No,No,Yes,Yes,No,Yes,Most of the time,Only a few,No,No,Yes,"No, I receive no pay",No,No,Yes,No,No,No,Yes,Yes,No,No,Yes,Yes,Yes,No,Yes,No,No,Yes,No,No,No,No,No,No,"Some possible symptoms, but no diagnosis by doctor",No,No,Yes,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,Yes,Yes,No,Yes,Yes,No,No,No,,,,,Provider decided,Both,,Both,Provider decided,,,,Yes,No,No,No,No,No,No,Strongly agree,Agree,Strongly agree,Agree,22JUL20:15:23:54,22JUL20:15:35:55,12,Web Interview,English,Desktop,Male,60+,65-74,BA or above,Divorced,Working - as a paid employee,South,South Atlantic,Metro Area,Internet Household,Owned or being bought by you or someone in your household,A one-family house detached from any other house,"Have a landline, but mostly use cellphone",1,0,0,0,0,1,"$75,000 to under $100,000",Bachelors degree or more,"$50,000 to under $100,000",Employed,Not married,"African American, non-Hispanic",65 or older,0
136,1,174705,Strong Democrat,Good,Fair,Fair,Fair,Fair,A little,Rarely,Mild,7,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,More or less satisfied,Stayed the same,Average,Neither agree nor disagree,About the same,Not too happy,No,No,Yes,No,Yes,No,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,,,Yes,,Yes,,Yes,,,,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Rarely,Some,Yes,Yes,No,"No, I receive no pay",No,No,No,No,No,No,No,No,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,No,No,No,"No symptoms or signs, or tested as not having the disease",No,Yes,No,No,No,No,No,Yes,Yes,No,No,No,No,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,Yes,Provider decided,Both,Both,Both,,Both,,,Provider decided,Provider decided,Provider decided,Provider decided,Yes,Yes,No,Yes,Yes,No,No,Strongly agree,Strongly agree,Strongly agree,Strongly agree,23JUL20:23:12:44,23JUL20:23:24:43,13,Web Interview,English,Desktop,Female,30-44,35-44,HS graduate or equivalent,Never married,Not working - disabled,South,South Atlantic,Metro Area,Internet Household,Rented for cash,A building with 2 or more apartments,Cellphone only,2,0,0,0,0,2,"$10,000 to under $20,000",High school diploma or less,"Less than $50,000",Not employed,Not married,"African American, non-Hispanic",40 to 59,0
